id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,age_group,income_group,spending_group,customer_value_score,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,kmeans_cluster,rfm_segment,estimated_clv
941,54,Male,33706,64,9,1,Clothing,371.93,45-54,Low,Medium Spenders,53.7218,358,1,371.93,1,1,2,112,1,Others,3347.37
942,36,Male,33087,69,7,21,Sports,651.8,35-44,Low,Medium Spenders,51.7361,218,21,651.8,2,2,4,224,1,Others,95814.59999999999
943,54,Female,140081,100,1,25,Electronics,30.51,45-54,High,High Spenders,84.2743,190,25,30.51,3,3,1,331,3,Others,762.75
944,47,Other,37014,76,5,34,Electronics,880.18,45-54,Low,High Spenders,51.84420000000001,127,34,880.18,4,4,5,445,0,Champions,149630.6
945,65,Male,42779,81,5,38,Clothing,594.92,65+,Low,High Spenders,55.6137,99,38,594.92,4,4,3,443,1,Others,113034.79999999999
946,59,Male,149936,80,7,37,Groceries,406.6,55-64,High,High Spenders,91.3508,106,37,406.6,4,4,3,443,1,Others,105309.40000000001
947,60,Other,111493,40,10,8,Groceries,190.34,55-64,High,Medium Spenders,69.5279,309,8,190.34,1,1,2,112,2,Others,15227.2
948,21,Other,117520,34,3,32,Sports,256.98,18-24,High,Medium Spenders,55.176,141,32,256.98,4,4,2,442,2,Others,24670.08
949,62,Other,128667,37,5,17,Sports,150.62,55-64,High,Medium Spenders,63.5701,246,17,150.62,2,2,1,221,2,Price Sensitive,12802.7
950,45,Other,114390,38,3,9,Groceries,663.25,45-54,High,Medium Spenders,55.607000000000006,302,9,663.25,1,1,4,114,0,Cannot Lose Them,17907.75
951,41,Other,134487,7,10,50,Electronics,556.1,35-44,High,Low Spenders,63.6461,15,50,556.1,5,5,3,553,2,New Customers,278050.0
952,29,Female,45164,54,8,45,Groceries,915.62,25-34,Low,Medium Spenders,51.5992,50,45,915.62,5,5,5,555,1,Champions,329623.2
953,51,Male,104830,43,9,36,Sports,593.92,45-54,High,Medium Spenders,67.009,113,36,593.92,4,4,3,443,1,Others,192430.08
954,44,Male,123822,20,4,8,Electronics,209.75,35-44,High,Low Spenders,53.2266,309,8,209.75,1,1,2,112,2,Others,6712.0
955,30,Male,50661,89,9,22,Sports,630.37,25-34,Medium,High Spenders,69.0183,211,22,630.37,2,2,4,224,1,Others,124813.26
956,60,Other,48802,68,1,40,Groceries,296.76,55-64,Low,Medium Spenders,44.2406,85,40,296.76,4,4,2,442,3,Others,11870.4
957,60,Female,56429,69,9,32,Groceries,894.95,55-64,Medium,Medium Spenders,62.8487,141,32,894.95,4,4,5,445,1,Champions,257745.6
958,26,Female,41126,37,9,44,Clothing,100.64,25-34,Low,Medium Spenders,45.577799999999996,57,44,100.64,5,5,1,551,2,New Customers,39853.44
959,38,Female,99054,59,6,4,Groceries,174.22,35-44,Medium,Medium Spenders,65.35620000000002,337,4,174.22,1,1,1,111,3,Others,4181.28
960,61,Female,50349,76,9,42,Clothing,957.5,55-64,Medium,High Spenders,63.9247,71,42,957.5,5,5,5,555,1,Champions,361935.0
961,23,Female,60808,96,2,12,Home & Garden,231.03,18-24,Medium,High Spenders,60.76240000000001,281,12,231.03,2,2,2,222,3,Others,5544.72
962,60,Male,98537,71,9,45,Groceries,725.67,55-64,Medium,High Spenders,76.4111,50,45,725.67,5,5,4,554,1,Champions,293896.35
963,66,Female,72885,1,9,33,Groceries,654.48,65+,Medium,Low Spenders,40.5955,134,33,654.48,4,4,4,444,2,Loyal Customers,194380.56
964,26,Other,109221,91,2,44,Sports,660.05,25-34,High,High Spenders,73.6063,57,44,660.05,5,5,4,554,3,Champions,58084.399999999994
965,49,Other,94218,4,10,5,Electronics,287.36,45-54,Medium,Low Spenders,49.9154,330,5,287.36,1,1,2,112,2,Others,14368.000000000002
966,58,Other,133888,92,10,14,Home & Garden,628.3,55-64,High,High Spenders,97.10640000000001,267,14,628.3,2,2,4,224,1,Others,87961.99999999999
967,46,Female,67361,80,6,25,Sports,350.08,45-54,Medium,High Spenders,64.45830000000001,190,25,350.08,3,3,2,332,3,Others,52512.0
968,23,Female,74773,16,2,42,Groceries,626.05,18-24,Medium,Low Spenders,33.2519,71,42,626.05,5,5,4,554,0,Champions,52588.2
969,61,Other,38209,79,8,40,Sports,724.23,55-64,Low,High Spenders,59.4627,85,40,724.23,4,4,4,444,1,Loyal Customers,231753.6
970,68,Female,40471,28,3,33,Groceries,40.89,65+,Low,Low Spenders,29.6713,134,33,40.89,4,4,1,441,2,Others,4048.1100000000006
971,58,Female,51913,14,4,21,Home & Garden,733.63,55-64,Medium,Low Spenders,29.3839,218,21,733.63,2,2,4,224,0,Others,61624.92
972,41,Male,120294,79,5,44,Clothing,942.03,35-44,High,High Spenders,78.12819999999999,57,44,942.03,5,5,5,555,1,Champions,207246.6
973,43,Male,130645,34,10,5,Groceries,833.69,35-44,High,Medium Spenders,72.84349999999999,330,5,833.69,1,1,5,115,1,Cannot Lose Them,41684.50000000001
974,48,Other,75118,84,6,41,Electronics,711.37,45-54,Medium,High Spenders,68.5454,78,41,711.37,5,5,4,554,1,Champions,174997.02000000002
975,49,Female,79546,26,5,12,Home & Garden,935.73,45-54,Medium,Low Spenders,44.3838,281,12,935.73,2,2,5,225,0,Others,56143.8
976,30,Male,54930,12,9,13,Electronics,724.88,25-34,Medium,Low Spenders,39.409,274,13,724.88,2,2,4,224,2,Others,84810.96
977,37,Male,100314,71,5,19,Groceries,692.74,35-44,High,High Spenders,68.6842,232,19,692.74,2,2,4,224,3,Others,65810.3
978,45,Female,91381,48,8,16,Sports,253.13,45-54,Medium,Medium Spenders,62.7743,253,16,253.13,2,2,2,222,2,Others,32400.64
979,66,Female,74055,100,6,17,Sports,318.7,65+,Medium,High Spenders,74.3865,246,17,318.7,2,2,2,222,3,Others,32507.399999999998
980,45,Female,135047,11,9,42,Clothing,422.93,45-54,High,Low Spenders,63.3341,71,42,422.93,5,5,3,553,2,New Customers,159867.54
981,30,Male,117373,32,1,49,Home & Garden,129.35,25-34,High,Medium Spenders,50.5019,22,49,129.35,5,5,1,551,2,New Customers,6338.15
982,59,Other,87884,79,9,28,Groceries,491.55,55-64,Medium,High Spenders,76.2452,169,28,491.55,3,3,3,333,1,Others,123870.59999999999
983,68,Female,117203,76,7,38,Electronics,363.94,65+,High,High Spenders,79.9409,99,38,363.94,4,4,2,442,1,Others,96808.04
984,51,Other,91682,27,9,49,Electronics,990.87,45-54,Medium,Low Spenders,56.7946,22,49,990.87,5,5,5,555,1,Champions,436973.67
985,35,Other,82057,66,4,9,Sports,683.93,35-44,Medium,Medium Spenders,59.1071,302,9,683.93,1,1,4,114,0,Cannot Lose Them,24621.48
986,66,Other,78149,2,10,9,Home & Garden,579.27,65+,Medium,Low Spenders,44.334700000000005,302,9,579.27,1,1,3,113,2,Others,52134.3
987,22,Male,80049,1,10,47,Sports,16.97,18-24,Medium,Low Spenders,44.884699999999995,36,47,16.97,5,5,1,551,2,New Customers,7975.9
988,26,Male,148451,78,5,14,Groceries,99.19,25-34,High,High Spenders,85.8753,267,14,99.19,2,2,1,221,3,Price Sensitive,6943.299999999999
989,26,Male,45147,93,1,32,Home & Garden,750.58,25-34,Low,High Spenders,53.0641,141,32,750.58,4,4,4,444,3,Loyal Customers,24018.56
990,31,Other,45695,36,2,31,Electronics,864.67,25-34,Low,Medium Spenders,32.4185,148,31,864.67,4,4,5,445,0,Champions,53609.54
991,21,Other,80264,41,4,26,Sports,458.93,18-24,Medium,Medium Spenders,48.7392,183,26,458.93,3,3,3,333,0,Others,47728.72
992,53,Other,83578,97,5,50,Sports,917.08,45-54,Medium,High Spenders,74.3734,15,50,917.08,5,5,5,555,1,Champions,229270.0
993,22,Female,125479,57,8,27,Home & Garden,139.75,18-24,High,Medium Spenders,76.71369999999999,176,27,139.75,3,3,1,331,2,Others,30186.0
994,29,Female,64799,42,5,19,Electronics,967.26,25-34,Medium,Medium Spenders,46.4297,232,19,967.26,2,2,5,225,0,Others,91889.7
995,60,Male,71923,25,2,40,Clothing,986.97,55-64,Medium,Low Spenders,35.97689999999999,85,40,986.97,4,4,5,445,0,Champions,78957.6
996,57,Male,112170,57,6,1,Clothing,313.64,55-64,High,Medium Spenders,68.461,358,1,313.64,1,1,2,112,3,Others,1881.84
997,23,Other,65337,76,10,23,Groceries,632.83,18-24,Medium,High Spenders,70.23110000000001,204,23,632.83,3,3,4,334,1,Promising,145550.9
998,23,Male,113097,40,5,42,Sports,75.09,18-24,High,Medium Spenders,60.3491,71,42,75.09,5,5,1,551,2,New Customers,15768.900000000001
999,22,Female,113695,63,7,44,Electronics,505.16,18-24,High,Medium Spenders,73.7485,57,44,505.16,5,5,3,553,1,New Customers,155589.28
1000,36,Female,90420,7,2,31,Groceries,669.26,35-44,Medium,Low Spenders,34.236000000000004,148,31,669.26,4,4,4,444,0,Loyal Customers,41494.12
